"cool1","cool2r","cool3","cool4","cool5r","cool6","cool7r","cool8","coolness","SCH","coffee.love","SEX","AGE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",7,1,18
2,4,4,4,4,2,4,4,2.75,"Cal",5,1,19
5,2,5,5,1,4,1,5,4.75,"Cal",4,2,21
5,4,3,3,2,5,2,2,3.5,"Cal",6,2,20
2,4,4,4,4,2,5,4,2.625,"Cal",2,2,20
4,4,4,4,4,3,3,4,3.25,"Cal",4,1,20
4,3,4,4,4,4,4,4,3.375,"Cal",9,2,20
5,5,2,3,3,3,2,5,3.25,"Cal",6,2,19
4,4,4,4,4,4,4,4,3.25,"Cal",5,1,38.2363086254336
5,4,4,4,NA,1,4,5,NA,"Cal",9,1,23
5,5,5,4,5,2,5,4,2.875,"Cal",4,2,21
4,2,5,5,2,3,2,4,4.125,"Cal",5,2,19
4,5,5,5,5,4,5,4,3.125,"Cal",2,1,20
4,3,3,3,3,3,2,4,3.375,"Cal",6,2,19
5,1,4,4,2,2,2,4,4,"Cal",8,1,19
5,1,5,5,1,5,2,5,4.875,"Cal",4,2,25
4,4,2,3,4,3,4,2,2.5,"Cal",9,1,20
4,4,4,5,2,1,3,4,3.375,"Cal",5,1,19
5,4,5,5,5,5,5,5,3.625,"Cal",6,1,21
4,4,4,3,4,4,3,4,3.25,"Cal",5,2,22
5,5,5,5,1,5,1,5,4.5,"Cal",7,1,18
5,2,5,4,1,2,2,4,4.125,"Cal",6,1,22
3,4,5,5,4,2,4,4,3.125,"Cal",4,2,24
4,4,3,3,4,4,4,4,3,"Cal",3,2,21
4,4,4,4,2,4,3,4,3.625,"Cal",4,1,20
5,2,5,5,1,4,2,5,4.625,"Cal",6,2,25
4,1,5,5,1,5,2,5,4.75,"Cal",4,2,19
4,4,3,4,3,4,4,4,3.25,"Cal",3,1,23
5,2,4,4,1,2,1,5,4.25,"Cal",7,2,21
4,2,4,4,2,4,4,4,3.75,"Cal",9,2,19
5,2,5,4,4,4,2,4,4,"Cal",8,1,19
4,4,5,5,4,3,3,5,3.625,"Cal",8,2,21
4,4,5,4,2,5,2,3,3.875,"Cal",8,1,19
5,4,4,4,2,4,4,4,3.625,"Cal",2,1,19
4,4,3,4,5,4,5,3,2.75,"Cal",2,2,23
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",9,2,21
4,3,2,3,2,1,4,3,2.75,"Cal",2,2,22
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",1,1,21
5,1,5,5,1,2,1,5,4.625,"Cal",10,2,25
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",7,1,20
3,5,3,1,5,1,5,1,1.5,"Cal",1,2,18
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",1,2,21
5,2,5,4,2,4,2,5,4.375,"Cal",3,2,18
4,4,2,4,4,1,4,4,2.625,"Cal",10,1,25
5,2,4,5,2,4,2,4,4.25,"Cal",7,2,21
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",6,2,21
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",8,2,18
4,5,2,2,4,1,5,2,1.875,"Cal",9,1,21
2,5,2,1,4,2,5,1,1.5,"Cal",2,2,19
3,3,3,3,3,3,3,3,3,"Cal",1,1,22
5,4,4,3,4,4,4,2,3,"Cal",6,2,19
1,NA,3,NA,NA,NA,NA,NA,NA,"Cal",1,1,18
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",6,2,21
1,1,1,NA,NA,NA,NA,NA,NA,"Cal",7,2,21
4,5,4,3,3,4,4,3,3,"Cal",9,2,19
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",3,2,24
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",7,2,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cal",6,2,23
1,5,2,2,4,4,5,2,1.875,"Cal",8,2,19
4,4,5,4,2,4,3,4,3.75,"Cal",4,2,22
4,4,5,4,3,2,4,4,3.25,"Stanf",7,2,23
4,4,4,4,4,4,4,4,3.25,"Stanf",8,2,21
4,3,4,3,3,3,4,4,3.25,"Stanf",4,1,20
4,4,4,4,4,2,4,4,3,"Stanf",4,2,19
3,4,4,4,3,4,3,4,3.375,"Stanf",1,1,19
4,1,4,4,2,4,2,5,4.25,"Stanf",5,2,22
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",6,1,19
5,2,5,5,2,5,1,5,4.75,"Stanf",7,1,21
5,4,4,5,3,2,4,4,3.375,"Stanf",3,2,21
4,2,5,5,2,4,2,5,4.375,"Stanf",3,2,22
4,4,3,3,4,2,4,3,2.625,"Stanf",7,1,19
4,2,5,4,4,2,3,4,3.5,"Stanf",5,1,25
5,4,3,5,3,4,4,4,3.5,"Stanf",4,2,19
2,4,2,4,5,1,5,2,1.875,"Stanf",4,1,22
5,2,5,5,4,4,4,4,3.875,"Stanf",4,2,22
2,5,4,4,4,4,4,2,2.625,"Stanf",8,1,21
2,4,3,3,4,3,4,2,2.375,"Stanf",6,1,18
5,2,5,5,2,4,2,5,4.5,"Stanf",7,1,22
5,2,5,5,2,5,2,5,4.625,"Stanf",9,2,21
2,4,4,3,4,2,4,3,2.5,"Stanf",4,2,19
5,3,3,4,2,4,3,4,3.75,"Stanf",2,2,21
4,4,4,4,4,2,4,4,3,"Stanf",7,2,20
5,2,5,5,2,5,2,5,4.625,"Stanf",8,1,20
5,4,5,3,3,4,4,2,3.25,"Stanf",8,2,24
4,4,5,4,4,2,4,4,3.125,"Stanf",8,2,20
5,4,5,5,4,5,5,5,3.75,"Stanf",8,1,20
4,2,4,3,4,4,4,5,3.5,"Stanf",9,2,20
5,2,2,2,2,4,2,4,3.625,"Stanf",3,1,20
4,3,4,4,2,1,2,4,3.5,"Stanf",8,1,23
4,3,5,5,2,4,4,4,3.875,"Stanf",2,1,21
4,4,4,3,4,2,4,3,2.75,"Stanf",3,2,20
4,3,5,5,4,3,4,5,3.625,"Stanf",4,1,19
4,5,4,4,4,3,4,4,3,"Stanf",7,2,20
5,2,4,4,1,3,3,5,4.125,"Stanf",10,2,46.9927940471098
5,3,5,4,2,4,3,5,4.125,"Stanf",10,1,20
4,4,4,4,4,2,4,4,3,"Stanf",5,1,20
4,4,3,2,4,3,4,3,2.625,"Stanf",9,2,21
1,5,1,1,5,1,5,2,1.125,"Stanf",9,2,21
4,2,4,4,1,4,2,4,4.125,"Stanf",5,1,22
5,4,3,3,2,4,5,4,3.25,"Stanf",10,2,24
4,4,4,4,2,2,4,4,3.25,"Stanf",3,1,21
2,4,3,3,4,3,NA,3,NA,"Stanf",8,1,24
4,4,4,4,4,2,4,2,2.75,"Stanf",4,1,19
4,5,2,2,4,2,5,2,2,"Stanf",2,2,23
5,4,2,3,2,4,4,4,3.25,"Stanf",9,1,19
1,5,3,2,5,1,5,1,1.375,"Stanf",10,2,20
4,4,1,3,2,5,2,2,3.125,"Stanf",3,2,21
3,3,3,4,3,3,4,4,3.125,"Stanf",3,2,20
5,4,4,4,4,1,5,4,2.875,"Stanf",5,1,22
5,4,4,2,2,4,4,4,3.375,"Stanf",3,1,21
5,4,4,5,3,5,4,5,3.875,"Stanf",1,2,38.418216003105
5,3,4,4,1,5,1,5,4.5,"Stanf",5,2,30
5,2,5,5,1,4,2,4,4.5,"Stanf",4,2,21
4,4,2,2,4,2,4,4,2.5,"Stanf",4,2,18
2,3,4,4,4,4,4,4,3.125,"Stanf",8,2,21
4,3,4,3,3,4,4,4,3.375,"Stanf",7,2,19
5,4,5,5,5,5,5,5,3.625,"Stanf",4,2,21
4,4,3,2,2,4,4,5,3.25,"Stanf",3,1,21
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",3,1,18
2,3,4,3,4,3,4,4,2.875,"Stanf",8,1,25
5,1,5,5,1,5,1,5,5,"Stanf",6,2,20
5,1,4,4,3,3,5,2,3.375,"Stanf",4,2,20
3,4,4,4,4,4,5,4,3,"Stanf",1,1,19
5,2,4,3,2,4,4,5,3.875,"Stanf",5,1,27
3,4,2,2,4,3,4,3,2.375,"Stanf",9,1,20
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",4,2,21
5,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",2,1,60.065890036989
4,2,5,5,3,4,4,2,3.625,"Stanf",9,2,23
5,2,5,5,2,1,4,5,3.875,"Stanf",1,2,21
4,4,2,2,4,4,4,2,2.5,"Stanf",2,1,19
5,4,4,5,2,5,4,5,4,"Stanf",5,2,20
4,4,4,3,2,4,2,4,3.625,"Stanf",5,1,21
2,4,2,2,4,2,4,3,2.125,"Stanf",10,2,20
2,5,4,3,5,4,4,1,2.25,"Stanf",4,2,20
5,2,5,5,2,2,4,4,3.875,"Stanf",3,2,19
4,4,4,3,4,2,4,4,2.875,"Stanf",3,1,22
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",6,2,24
5,1,5,5,1,5,5,5,4.5,"Stanf",2,2,21
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",8,2,21
5,1,4,2,2,5,2,4,4.125,"Stanf",2,1,18
5,2,4,2,1,5,1,5,4.375,"Stanf",7,1,21
3,4,3,2,4,4,4,3,2.625,"Stanf",2,2,20
4,5,3,4,4,2,4,3,2.625,"Stanf",2,1,19
5,4,5,5,4,4,4,5,3.75,"Stanf",10,2,20
4,3,4,5,3,2,2,4,3.625,"Stanf",8,2,20
5,5,1,4,5,4,4,1,2.375,"Stanf",4,2,20
3,4,4,4,3,4,3,4,3.375,"Stanf",7,2,19
5,3,4,3,3,4,4,4,3.5,"Stanf",7,2,24
5,3,2,4,1,2,5,3,3.125,"Stanf",7,2,20
5,1,4,4,2,5,4,5,4.25,"Stanf",5,1,24
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",4,1,22
3,3,3,3,3,3,3,4,3.125,"Stanf",7,2,30
4,5,2,2,5,2,5,4,2.125,"Stanf",4,1,21
3,3,4,4,4,2,5,4,2.875,"Stanf",4,1,52.0873116664588
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",3,1,19
4,4,4,4,2,4,2,3,3.625,"Stanf",2,1,26
5,3,4,4,3,3,1,4,3.875,"Stanf",1,1,23
4,2,3,4,2,4,2,4,3.875,"Stanf",8,2,22
2,5,2,4,4,2,4,4,2.375,"Stanf",1,1,19
4,4,5,5,3,5,4,4,3.75,"Stanf",6,1,21
4,3,5,5,3,2,3,3,3.5,"Stanf",5,2,19
3,4,4,4,4,4,4,3,3,"Stanf",7,2,19
5,2,5,5,2,5,3,5,4.5,"Stanf",4,2,21
4,2,5,5,1,5,1,5,4.75,"Stanf",9,2,21
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",8,2,21
3,4,4,4,4,3,3,3,3,"Stanf",1,1,21
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",3,1,19
2,4,4,5,3,2,4,3,2.875,"Stanf",6,2,19
1,4,1,2,5,4,5,1,1.625,"Stanf",6,1,18
5,2,4,4,4,5,4,5,3.875,"Stanf",4,1,20
5,4,5,5,4,5,4,5,3.875,"Stanf",10,2,20
4,4,3,4,4,5,1,3,3.5,"Stanf",8,1,19
3,3,4,4,2,4,4,5,3.625,"Stanf",3,1,21
2,5,5,4,5,4,5,4,2.75,"Stanf",7,1,18
1,5,2,3,5,3,4,4,2.125,"Stanf",2,1,19
5,1,5,5,1,5,3,4,4.625,"Stanf",3,2,24
4,4,3,4,3,4,4,4,3.25,"Stanf",8,2,18
1,5,3,1,5,1,5,1,1.25,"Stanf",4,2,21
3,3,4,4,3,4,3,4,3.5,"Stanf",9,1,20
4,3,5,5,3,5,3,4,4,"Stanf",2,1,23
4,4,2,3,5,1,5,2,2,"Stanf",5,1,24
4,4,3,4,4,3,4,4,3,"Stanf",4,1,20
4,5,5,5,2,5,4,5,3.875,"Stanf",3,2,20
5,2,5,5,2,5,2,5,4.625,"Stanf",9,1,18
4,1,4,4,1,5,4,4,4.125,"Stanf",4,1,20
5,3,4,4,3,5,3,4,3.875,"Stanf",8,1,19
4,4,4,5,2,4,4,4,3.625,"Stanf",5,2,21
4,3,4,4,3,4,3,3,3.5,"Stanf",5,1,23
5,2,5,4,2,4,2,5,4.375,"Stanf",7,1,21
3,4,4,2,4,4,4,3,2.75,"Stanf",8,2,20
4,3,2,3,4,3,4,4,2.875,"Stanf",10,2,26
4,4,4,4,4,4,4,4,3.25,"Stanf",4,1,21
5,5,2,5,4,3,5,5,3,"Stanf",7,1,20
2,4,4,4,4,3,4,3,2.75,"Stanf",10,1,21
4,4,2,3,4,4,3,3,2.875,"Stanf",6,1,22
1,5,3,3,5,1,5,3,1.75,"Stanf",7,1,22
2,3,2,2,4,4,4,5,2.75,"Stanf",4,1,22
2,2,4,4,4,4,4,3,3.125,"Stanf",9,1,21
4,5,4,5,2,5,4,5,3.75,"Stanf",8,1,20
4,3,4,4,3,3,3,4,3.5,"Stanf",1,2,20
2,5,2,3,4,2,4,3,2.125,"Stanf",9,1,21
2,5,2,3,5,3,5,2,1.875,"Stanf",2,2,20
4,4,4,4,3,4,3,4,3.5,"Stanf",6,1,21
4,2,5,5,2,4,2,5,4.375,"Stanf",5,2,20
4,4,4,4,3,4,2,4,3.625,"Stanf",2,1,25
4,4,3,4,4,3,4,4,3,"Stanf",5,2,20
5,4,5,4,2,4,4,4,3.75,"Stanf",1,2,19
5,3,2,4,2,4,4,4,3.5,"Stanf",2,1,19
5,4,4,5,3,3,4,4,3.5,"Stanf",6,2,24
1,5,3,3,5,2,5,2,1.75,"Stanf",7,1,19
4,2,2,3,3,4,4,4,3.25,"Stanf",3,1,20
5,2,5,4,2,4,2,5,4.375,"Stanf",10,1,19
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",9,2,19
4,3,4,4,3,4,4,4,3.5,"Stanf",7,2,20
4,5,4,4,4,2,4,4,2.875,"Stanf",9,1,20
2,4,2,1,3,2,4,3,2.125,"Stanf",1,2,19
5,1,4,4,2,4,4,5,4.125,"Stanf",7,1,20
5,2,4,4,4,4,4,4,3.625,"Stanf",1,2,19
5,1,4,5,3,5,1,5,4.625,"Stanf",6,1,18
5,3,2,3,2,4,2,4,3.625,"Stanf",5,2,21
2,4,2,2,4,2,4,3,2.125,"Stanf",2,1,20
4,4,2,4,4,4,4,4,3,"Stanf",5,2,20
2,4,4,5,4,3,4,4,3,"Stanf",10,2,25
4,4,3,2,4,2,5,2,2.25,"Stanf",2,1,23
4,3,5,2,3,2,3,5,3.375,"Stanf",2,2,20
5,3,3,3,2,3,4,4,3.375,"Stanf",2,1,19
4,4,3,4,3,4,4,4,3.25,"Stanf",2,1,30
2,4,4,4,4,4,4,2,2.75,"Stanf",3,1,19
4,4,4,NA,4,2,4,5,NA,"Stanf",4,2,18
1,4,3,3,5,1,4,3,2,"Stanf",6,2,19
4,4,5,4,4,3,4,4,3.25,"Stanf",9,1,22
5,1,5,5,2,5,2,5,4.75,"Stanf",9,1,23
4,4,3,2,3,3,4,4,2.875,"Stanf",3,1,22
2,4,2,4,5,1,4,2,2,"Stanf",2,1,21
5,3,5,5,1,4,2,5,4.5,"Stanf",1,2,21
5,4,3,4,3,2,3,4,3.25,"Stanf",2,2,19
2,4,3,2,4,2,4,3,2.25,"Stanf",5,2,21
1,5,3,3,5,2,5,4,2,"Stanf",6,2,20
3,2,3,3,3,4,4,4,3.25,"Stanf",4,1,20
2,5,3,3,4,3,4,3,2.375,"Stanf",2,2,19
2,5,4,5,4,4,4,4,3,"Stanf",6,1,21
4,4,3,3,4,4,4,4,3,"Stanf",8,1,23
1,5,2,3,5,1,5,1,1.375,"Stanf",9,2,24
5,2,5,5,1,5,1,5,4.875,"Stanf",1,2,19
5,4,4,5,2,4,4,5,3.875,"Stanf",4,1,22
5,2,4,4,4,3,3,5,3.75,"Stanf",4,1,22
4,4,4,5,2,4,1,4,4,"Stanf",1,1,22
4,4,4,5,2,4,4,4,3.625,"Stanf",3,2,21
5,3,3,4,3,4,4,5,3.625,"Stanf",3,2,22
4,4,3,3,2,4,2,4,3.5,"Stanf",3,1,19
2,2,2,1,4,2,5,2,2,"Stanf",8,1,20
4,4,3,3,3,4,4,4,3.125,"Stanf",6,1,20
2,4,3,2,5,2,4,4,2.25,"Stanf",2,2,19
3,4,4,2,4,4,4,4,2.875,"Stanf",6,2,20
4,4,3,4,3,4,4,4,3.25,"Stanf",1,1,20
2,4,4,4,2,4,4,4,3.25,"Stanf",8,2,21
5,3,3,4,4,4,3,4,3.5,"Stanf",8,1,18
4,4,3,3,2,5,3,4,3.5,"Stanf",5,2,20
2,4,4,4,3,4,3,4,3.25,"Stanf",1,2,18
4,3,4,4,3,4,4,4,3.5,"Stanf",7,2,19
3,3,3,3,4,3,3,3,2.875,"Stanf",6,2,20
1,5,2,2,5,1,4,2,1.5,"Stanf",9,2,24
4,4,4,4,4,3,4,4,3.125,"Stanf",6,2,22
5,1,5,5,2,4,2,4,4.5,"Stanf",9,2,20
5,2,2,2,2,4,4,5,3.5,"Stanf",7,2,19
2,4,3,2,5,2,4,4,2.25,"Stanf",5,1,21
5,1,4,4,4,5,4,4,3.875,"Stanf",2,2,20
5,3,4,4,1,4,2,5,4.25,"Stanf",5,1,20
4,3,3,3,3,4,3,4,3.375,"Stanf",5,1,19
4,2,4,5,2,5,3,4,4.125,"Stanf",9,1,20
4,2,1,3,2,5,4,4,3.375,"Stanf",6,2,20
3,4,3,2,4,5,5,2,2.5,"Stanf",7,2,20
4,3,4,4,3,4,3,3,3.5,"Stanf",2,1,20
2,1,3,3,3,3,4,2,2.875,"Stanf",2,2,24
5,2,3,3,2,4,2,5,4,"Stanf",9,1,23
4,2,5,5,2,5,2,5,4.5,"Stanf",4,1,19
4,4,5,5,3,4,3,4,3.75,"Stanf",3,1,21
5,2,4,4,2,4,1,4,4.25,"Stanf",8,2,24
4,2,4,4,2,4,2,5,4.125,"Stanf",5,2,21
4,4,2,1,5,1,5,1,1.625,"Stanf",8,2,19
4,4,2,2,4,2,5,4,2.375,"Stanf",9,2,18
4,5,5,3,5,4,3,4,3.125,"Stanf",4,1,21
4,4,3,3,5,2,4,4,2.625,"Stanf",6,1,21
4,5,3,1,5,2,3,4,2.375,"Stanf",6,2,20
4,2,4,4,3,4,2,4,3.875,"Stanf",1,1,23
4,4,3,4,4,3,4,3,2.875,"Stanf",7,2,19
4,4,4,4,4,4,4,4,3.25,"Stanf",4,1,21
2,4,3,3,4,1,5,2,2,"Stanf",4,2,20
5,2,3,4,1,4,3,5,4.125,"Stanf",7,1,18
5,1,5,5,1,5,NA,5,NA,"Stanf",5,1,21
5,4,2,2,3,2,4,4,2.75,"Stanf",7,1,20
4,4,2,3,4,2,5,4,2.5,"Stanf",1,2,18
4,4,3,4,4,2,5,2,2.5,"Stanf",5,1,18
4,4,4,4,4,4,4,4,3.25,"Stanf",4,2,19
5,2,4,5,2,5,4,5,4.25,"Stanf",3,1,19
4,3,2,3,4,3,4,3,2.75,"Stanf",1,1,19
4,4,4,2,4,3,4,4,2.875,"Stanf",5,1,18
5,2,1,2,2,4,3,5,3.5,"Stanf",7,1,19
5,4,4,5,2,5,4,4,3.875,"Stanf",9,2,18
4,5,3,4,3,4,4,5,3.25,"Stanf",9,2,19
5,1,5,5,1,5,1,5,5,"Stanf",3,2,21
4,4,4,4,4,4,4,4,3.25,"Stanf",8,2,22
4,4,2,4,4,4,4,4,3,"Stanf",8,2,22
2,4,3,3,4,4,4,2,2.5,"Stanf",4,1,19
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stanf",6,1,19
5,3,5,5,2,3,3,5,4.125,"Stanf",10,2,21
5,2,5,5,1,5,1,5,4.875,"Stanf",6,2,20
5,2,5,5,2,5,2,5,4.625,"Stanf",3,1,21
4,5,4,3,4,2,4,3,2.625,"Stanf",3,2,20
4,4,4,4,4,1,4,4,2.875,"Stanf",6,2,20
1,5,4,2,5,4,5,1,1.875,"Stanf",4,1,23
5,2,3,3,3,3,2,4,3.625,"Stanf",9,2,20
4,4,3,3,2,4,3,4,3.375,"Stanf",8,2,19
4,5,3,3,5,2,5,2,2.125,"Stanf",6,2,23
5,4,4,2,2,NA,4,4,NA,"Stanf",4,1,21
4,4,4,4,4,3,4,2,2.875,"Stanf",6,1,20
3,2,4,3,3,4,3,4,3.5,"Stanf",5,1,19
4,4,3,3,2,5,2,3,3.5,"Stanf",7,1,20
2,4,3,4,3,4,4,4,3,"Stanf",4,2,21
5,1,5,5,1,5,2,5,4.875,"Stanf",4,1,18
5,2,5,4,2,2,2,5,4.125,"Stanf",9,1,18
5,2,4,4,2,4,2,4,4.125,"Stanf",6,1,21
5,3,4,4,2,4,2,4,4,"Stanf",7,1,19
2,5,2,2,5,2,5,2,1.625,"Stanf",9,1,20
2,4,3,3,4,3,4,3,2.5,"Stanf",5,1,21
5,4,4,4,2,5,4,5,3.875,"Stanf",9,2,20
1,4,3,3,4,5,4,4,2.75,"Stanf",4,1,21
4,4,2,2,4,1,5,4,2.25,"Stanf",3,2,22
4,3,4,3,4,1,4,4,2.875,"Stanf",4,2,19
5,4,4,4,2,2,4,4,3.375,"Stanf",10,1,22
4,2,4,NA,2,3,4,4,NA,"Stanf",7,1,19
4,4,4,3,4,2,4,4,2.875,"Stanf",4,1,19
4,3,4,4,4,4,5,4,3.25,"Stanf",2,2,22
4,4,5,3,4,3,4,3,3,"Stanf",5,1,21
4,2,4,4,2,4,2,4,4,"Stanf",9,1,21
4,4,4,2,5,1,5,2,2.125,"Stanf",7,1,18
4,2,4,3,2,5,2,5,4.125,"Stanf",8,1,21
4,4,4,4,4,4,3,4,3.375,"Stanf",5,1,18
1,5,2,2,5,4,4,2,1.875,"Stanf",3,2,19
5,2,5,5,2,5,2,4,4.5,"Stanf",10,2,22
5,1,5,5,1,4,2,5,4.75,"Stanf",8,1,20
3,3,3,3,3,3,4,3,2.875,"Stanf",3,2,26
4,4,2,3,4,4,4,4,2.875,"Stanf",7,3,20
5,5,5,4,4,5,5,4,3.375,"Stanf",10,2,19
1,4,2,4,5,2,5,2,1.875,"Stanf",9,2,21
4,4,4,4,2,4,4,4,3.5,"Stanf",2,1,23
1,5,3,2,5,2,5,3,1.75,"Stanf",4,1,22
3,4,4,4,4,4,4,4,3.125,"Stanf",9,1,21
5,2,4,4,1,4,2,5,4.375,"Stanf",9,1,24
4,2,2,4,2,4,4,4,3.5,"Stanf",7,2,20
4,4,4,4,4,1,4,2,2.625,"Stanf",4,1,21
5,3,4,4,2,4,2,4,4,"Stanf",4,1,18
5,5,2,2,5,2,5,1,1.875,"Stanf",4,1,19
4,4,4,4,4,3,4,4,3.125,"Stanf",7,1,19
4,5,2,4,5,2,5,4,2.375,"Stanf",7,2,22
4,4,3,3,4,4,5,3,2.75,"Stanf",2,2,20
3,4,4,3,4,4,4,3,2.875,"Stanf",3,1,20
3,4,3,4,2,3,3,3,3.125,"Stanf",6,1,18
4,2,2,4,4,4,5,2,2.875,"Stanf",3,2,20
4,4,4,4,4,2,4,4,3,"Stanf",2,1,24
5,2,5,5,1,3,2,5,4.5,"Stanf",2,2,21
3,3,3,3,4,3,4,3,2.75,"Stanf",4,2,18
4,4,5,4,5,1,5,3,2.625,"Stanf",6,1,20
5,4,5,4,2,4,4,5,3.875,"Stanf",6,1,20
5,5,5,5,1,5,1,5,4.5,"Stanf",4,1,20
2,4,3,4,4,2,4,3,2.5,"Stanf",9,2,23
5,4,4,4,4,4,4,4,3.375,"Stanf",5,1,30
4,3,4,4,2,2,3,4,3.5,"Stanf",10,1,19
5,2,5,4,2,4,4,5,4.125,"Stanf",5,2,23
2,3,3,2,4,3,2,3,2.75,"Stanf",5,2,20
4,4,3,3,4,3,4,4,2.875,"Stanf",6,1,21
2,4,4,2,4,4,4,3,2.625,"Stanf",3,2,19
2,4,3,4,3,3,4,4,2.875,"Stanf",8,1,21
5,2,4,5,2,5,2,5,4.5,"Stanf",9,1,21
4,2,5,3,3,2,4,4,3.375,"Stanf",5,1,23
5,2,5,4,1,5,1,5,4.75,"Stanf",6,1,26
4,4,4,4,4,2,4,2,2.75,"Stanf",9,2,20
3,3,3,2,3,3,3,2,2.75,"Stanf",9,2,23
4,3,3,3,3,2,3,3,3,"Stanf",4,1,19
4,2,4,3,2,4,2,3,3.75,"Stanf",8,2,23
2,5,2,4,5,2,5,4,2.125,"Stanf",6,1,20
4,4,4,3,4,2,4,4,2.875,"Stanf",6,1,21
4,4,4,4,4,4,2,4,3.5,"Stanf",6,1,22
1,5,4,4,5,1,5,4,2.125,"Stanf",8,2,19
3,2,4,3,3,3,3,3,3.25,"Stanf",8,2,20
5,5,3,2,5,2,5,3,2.25,"Stanf",10,1,18
4,4,4,4,4,4,4,4,3.25,"Stanf",8,2,21
1,5,1,1,5,4,4,1,1.5,"Stanf",3,1,20
1,4,3,3,5,2,4,2,2,"Stanf",7,2,18
4,4,4,4,4,4,4,4,3.25,"Stanf",6,2,19
2,4,4,2,5,4,5,2,2.25,"Stanf",9,2,19
4,3,4,4,3,4,4,4,3.5,"Stanf",2,2,19
5,4,4,4,2,3,4,4,3.5,"Stanf",8,2,25
4,4,4,4,4,4,4,4,3.25,"Stanf",5,2,21
2,3,3,1,3,3,2,3,2.75,"Stanf",2,1,20
5,3,5,4,2,4,2,4,4.125,"Stanf",10,1,21
2,4,1,3,3,1,5,2,1.875,"Stanf",5,1,22
5,1,4,5,1,5,2,5,4.75,"Stanf",2,1,21
4,1,5,4,2,4,1,5,4.5,"Stanf",2,1,22
3,4,3,2,4,2,4,3,2.375,"Stanf",7,1,21
4,4,5,3,4,4,4,4,3.25,"Stanf",8,1,19
4,4,5,4,4,5,4,3,3.375,"Stanf",9,1,20
4,4,3,4,2,2,4,3,3,"Stanf",3,1,21
2,4,3,2,4,4,4,2,2.375,"Stanf",10,2,21
4,4,4,4,4,5,4,5,3.5,"Stanf",6,1,23
4,4,4,3,4,3,4,3,2.875,"Stanf",4,2,18
4,4,3,3,4,2,4,4,2.75,"Stanf",7,2,18
5,2,5,4,2,4,4,4,4,"Stanf",4,2,24
5,2,5,5,1,4,1,5,4.75,"Stanf",5,2,21
2,4,4,5,4,2,4,3,2.75,"Stanf",2,2,20
4,3,3,3,2,4,2,4,3.625,"Stanf",2,2,19
4,4,3,4,4,4,4,4,3.125,"Stanf",4,2,18
2,5,3,4,5,5,5,3,2.5,"Stanf",9,1,19
3,4,4,3,2,5,2,4,3.625,"Stanf",4,2,21
5,2,5,5,1,4,2,5,4.625,"Stanf",6,1,22
4,3,4,4,2,5,2,4,4,"Stanf",6,1,22
5,2,5,4,2,5,1,4,4.5,"Stanf",6,2,24
4,5,3,3,4,1,5,2,2.125,"Stanf",9,1,26
2,3,2,3,2,4,2,2,3,"Stanf",5,2,20
4,2,5,5,4,4,4,4,3.75,"Stanf",8,2,24
4,4,4,4,5,5,4,4,3.25,"Stanf",9,1,24
4,4,4,5,2,4,4,5,3.75,"Stanf",4,2,22
5,3,4,4,3,3,4,4,3.5,"Stanf",6,2,23
2,3,2,1,4,4,4,3,2.375,"Stanf",4,2,23
2,4,2,1,4,1,4,1,1.625,"Stanf",7,1,21
5,2,5,5,2,5,2,5,4.625,"Stanf",6,1,21
5,1,5,5,1,5,1,5,5,"Stanf",2,2,25
2,3,2,2,4,2,2,4,2.625,"Stanf",9,2,19
4,2,4,4,3,4,2,5,4,"Stanf",5,1,21
4,5,4,3,5,4,5,3,2.625,"Stanf",4,2,20
1,1,1,1,5,3,5,1,1.75,"Stanf",1,1,19
3,4,3,3,3,4,4,2,2.75,"Stanf",6,1,21
5,1,5,4,1,4,2,5,4.625,"Stanf",2,2,20
4,4,3,3,4,3,4,3,2.75,"Stanf",9,1,21
