AcquireX Precursor Intensities,DDA Precursor Intensities,Log Ax,Log DDA
2013143.00,1179100.50,6.30,6.07
1738327.25,1349475.38,6.24,6.13
967370.56,12505692.00,5.99,7.10
1730471.63,3551879.00,6.24,6.55
12697929.00,2059018.13,7.10,6.31
4102599.50,1256114.25,6.61,6.10
4019349.25,1993604.88,6.60,6.30
1675365.75,7119570.00,6.22,6.85
2025816.00,2265529.75,6.31,6.36
5992502.00,1692792.50,6.78,6.23
4943760.50,1391212.75,6.69,6.14
2387905.00,1358298.13,6.38,6.13
1501550.50,3697177.00,6.18,6.57
1882721.13,2689873.50,6.27,6.43
4829716.50,1611020.00,6.68,6.21
2019324.00,1460455.63,6.31,6.16
1656622.63,1114671.63,6.22,6.05
1131058.13,2407938.75,6.05,6.38
1890118.00,1458743.00,6.28,6.16
9874438.00,1449448.88,6.99,6.16
1849008.88,2188623.00,6.27,6.34
1833138.88,1876657.13,6.26,6.27
1614780.38,5515253.00,6.21,6.74
1541166.38,1778340.75,6.19,6.25
15381988.00,1331134.25,7.19,6.12
8698483.00,4779639.50,6.94,6.68
2912224.25,3526157.00,6.46,6.55
2142929.25,11722468.00,6.33,7.07
1512918.75,4067468.00,6.18,6.61
2484753.50,1479367.88,6.40,6.17
1456044.00,955803.94,6.16,5.98
1412608.13,1490081.50,6.15,6.17
1246529.75,32545326.00,6.10,7.51
1324120.38,4373462.50,6.12,6.64
4789872.00,2476438.25,6.68,6.39
3532302.25,1692642.88,6.55,6.23
1241904.38,1989498.38,6.09,6.30
1215131.00,8448093.00,6.08,6.93
1031049.19,1920071.75,6.01,6.28
11185125.00,1659475.00,7.05,6.22
11122219.00,1637032.25,7.05,6.21
4003369.25,2415614.75,6.60,6.38
673258.38,4184150.75,5.83,6.62
1019758.06,3565006.50,6.01,6.55
14561927.00,2058209.88,7.16,6.31
974401.06,1112518.25,5.99,6.05
969223.31,2190638.00,5.99,6.34
949042.50,5112333.00,5.98,6.71
905085.13,4453391.00,5.96,6.65
14242078.00,2156879.50,7.15,6.33
3492963.50,17932364.00,6.54,7.25
1679095.63,2868192.75,6.23,6.46
912237.94,6022300.00,5.96,6.78
906451.00,5326256.50,5.96,6.73
8339941.00,2265953.75,6.92,6.36
3051119.50,1964499.38,6.48,6.29
799112.94,1804087.13,5.90,6.26
666791.25,2879363.25,5.82,6.46
775481.63,2407917.25,5.89,6.38
4050062.25,1428601.13,6.61,6.15
3152855.00,1032342.56,6.50,6.01
1040922.00,1296880.75,6.02,6.11
1419441.00,2352132.50,6.15,6.37
894021.50,1345271.25,5.95,6.13
8192236.50,1259122.13,6.91,6.10
3048278.75,991641.25,6.48,6.00
2588896.25,1257196.25,6.41,6.10
1168277.75,5170902.00,6.07,6.71
798989.06,5142378.50,5.90,6.71
7669247.50,1519856.13,6.88,6.18
4276988.00,366210.06,6.63,5.56
1815127.88,1093786.13,6.26,6.04
939884.69,15075220.00,5.97,7.18
1021915.25,1744970.75,6.01,6.24
6616343.50,1089671.75,6.82,6.04
1432020.25,2812210.25,6.16,6.45
1067514.88,1113501.38,6.03,6.05
179710.05,3064167.00,5.25,6.49
1082902.25,1439255.13,6.03,6.16
12234355.00,1077514.63,7.09,6.03
8179597.00,543033.94,6.91,5.73
1200177.38,934306.56,6.08,5.97
877859.06,3371770.50,5.94,6.53
1084213.50,2418044.75,6.04,6.38
7801209.50,2053831.63,6.89,6.31
1080717.63,704125.25,6.03,5.85
1062709.38,1913349.38,6.03,6.28
906100.75,2438954.25,5.96,6.39
1023162.81,1956412.00,6.01,6.29
19884170.00,1702775.63,7.30,6.23
1856444.50,1010733.56,6.27,6.00
932589.50,1637527.63,5.97,6.21
737359.63,3305483.25,5.87,6.52
769669.25,2143668.50,5.89,6.33
17621022.00,1763412.75,7.25,6.25
2575904.25,1317710.50,6.41,6.12
1489365.50,1656709.00,6.17,6.22
990538.06,12608030.00,6.00,7.10
1079553.00,5935186.50,6.03,6.77
10445888.00,2984100.75,7.02,6.47
1978441.13,2158099.00,6.30,6.33
1220735.25,1470766.25,6.09,6.17
875238.38,2748778.75,5.94,6.44
874534.56,2207200.25,5.94,6.34
7599443.50,1370768.88,6.88,6.14
2865088.25,1245914.38,6.46,6.10
797595.63,1087745.63,5.90,6.04
733579.06,2453441.50,5.87,6.39
929204.88,2308294.00,5.97,6.36
43177744.00,2113370.25,7.64,6.32
5079431.00,1638530.00,6.71,6.21
662462.00,1218388.50,5.82,6.09
462478.63,2340540.25,5.67,6.37
958625.94,1174414.88,5.98,6.07
20452892.00,1013648.38,7.31,6.01
4890187.00,404232.16,6.69,5.61
2747296.00,1252807.00,6.44,6.10
527836.25,12955972.00,5.72,7.11
859755.81,4903558.50,5.93,6.69
7640650.00,1168456.75,6.88,6.07
3174011.75,1137334.00,6.50,6.06
2254426.75,1270662.75,6.35,6.10
1551329.88,1234334.00,6.19,6.09
842872.13,1151044.00,5.93,6.06
58279396.00,1050064.00,7.77,6.02
1386192.00,763804.75,6.14,5.88
746680.00,1100612.00,5.87,6.04
3147301.50,2215651.25,6.50,6.35
736187.56,1503825.00,5.87,6.18
7274832.50,1044209.81,6.86,6.02
1626040.13,908554.69,6.21,5.96
1387153.88,1012701.44,6.14,6.01
601706.06,9631055.00,5.78,6.98
710124.88,3915621.00,5.85,6.59
24953368.00,3854714.00,7.40,6.59
2526420.00,2472155.25,6.40,6.39
2344309.00,1706421.25,6.37,6.23
1782618.63,1516733.25,6.25,6.18
1222173.50,1243893.13,6.09,6.09
5680634.00,1191976.75,6.75,6.08
3228925.25,524899.81,6.51,5.72
1121782.00,1150503.00,6.05,6.06
482474.66,8433988.00,5.68,6.93
658043.81,1179143.50,5.82,6.07
3062032.50,1140922.13,6.49,6.06
2123209.25,854623.81,6.33,5.93
1221559.88,1049151.13,6.09,6.02
1020215.44,6849508.50,6.01,6.84
881437.25,6395120.50,5.95,6.81
2428055.75,1861265.88,6.39,6.27
724550.19,1331462.63,5.86,6.12
613411.13,1116675.88,5.79,6.05
506801.81,2386731.00,5.70,6.38
791059.63,2061276.50,5.90,6.31
39214752.00,2049426.38,7.59,6.31
1085661.38,987243.25,6.04,5.99
651130.50,1375738.38,5.81,6.14
417820.72,1746194.13,5.62,6.24
721006.06,1467891.88,5.86,6.17
14542783.00,1274921.00,7.16,6.11
5416971.50,1244401.25,6.73,6.09
943528.75,1030803.06,5.97,6.01
520774.03,1592784.38,5.72,6.20
543748.25,1340335.50,5.74,6.13
4679862.50,1233497.88,6.67,6.09
3827220.50,363714.88,6.58,5.56
2684919.00,1098906.63,6.43,6.04
1557274.13,5163471.50,6.19,6.71
2191427.00,1423455.75,6.34,6.15
47960528.00,1274957.88,7.68,6.11
1891760.38,630967.56,6.28,5.80
1502527.13,974113.19,6.18,5.99
818971.38,4374256.50,5.91,6.64
700061.94,965230.88,5.85,5.98
2641569.75,925706.38,6.42,5.97
1441773.75,1506506.63,6.16,6.18
1329257.25,1080966.38,6.12,6.03
464200.34,3253744.75,5.67,6.51
581797.88,1497005.38,5.76,6.18
18261860.00,1089537.88,7.26,6.04
3935039.75,807137.81,6.59,5.91
2299007.75,1244515.00,6.36,6.10
306814.84,2181529.25,5.49,6.34
430888.25,1709196.13,5.63,6.23
8017024.00,1258212.88,6.90,6.10
1736906.25,825952.19,6.24,5.92
1536865.38,1236608.00,6.19,6.09
1296584.75,13885839.00,6.11,7.14
656665.44,1320797.75,5.82,6.12
4916795.00,1275027.50,6.69,6.11
1994314.63,421658.81,6.30,5.62
1962886.00,1161708.88,6.29,6.07
339995.50,2184318.00,5.53,6.34
617894.44,841686.63,5.79,5.93
2391332.25,837622.44,6.38,5.92
895984.75,615835.63,5.95,5.79
488525.59,855597.94,5.69,5.93
614608.75,5763266.50,5.79,6.76
649370.63,2814097.75,5.81,6.45
58546408.00,1714877.25,7.77,6.23
1415188.75,577630.81,6.15,5.76
654226.88,732155.06,5.82,5.86
576600.06,2398695.00,5.76,6.38
688148.38,2022962.88,5.84,6.31
12810689.00,914540.81,7.11,5.96
5162557.50,626335.13,6.71,5.80
775281.63,718658.06,5.89,5.86
145267.42,1922027.00,5.16,6.28
884752.81,1270775.38,5.95,6.10
4986470.50,743309.75,6.70,5.87
3495036.75,596565.94,6.54,5.78
1557300.50,763274.63,6.19,5.88
860261.81,4947498.50,5.93,6.69
832740.06,1605722.88,5.92,6.21
144884352.00,1100588.38,8.16,6.04
3041536.00,606507.75,6.48,5.78
1151335.63,755927.25,6.06,5.88
404517.72,1700680.38,5.61,6.23
642143.13,1431618.25,5.81,6.16
8871695.00,956743.63,6.95,5.98
2262960.25,1093370.38,6.35,6.04
1510449.00,990007.19,6.18,6.00
1153716.75,2409014.00,6.06,6.38
717566.13,1043096.00,5.86,6.02
17834708.00,786251.81,7.25,5.90
9054104.00,766566.50,6.96,5.88
1419067.25,815218.94,6.15,5.91
708432.75,2010520.13,5.85,6.30
632862.50,1173514.25,5.80,6.07
17023696.00,741349.19,7.23,5.87
3370019.75,657925.75,6.53,5.82
1599318.88,657027.19,6.20,5.82
1026834.63,6517580.00,6.01,6.81
641933.69,1694728.75,5.81,6.23
7526781.00,1118189.00,6.88,6.05
1984476.38,899038.19,6.30,5.95
1663511.75,748811.06,6.22,5.87
631745.81,2544683.50,5.80,6.41
590385.81,1090641.50,5.77,6.04
4321836.50,1022881.06,6.64,6.01
2796748.75,308990.53,6.45,5.49
946126.13,752936.00,5.98,5.88
568920.00,5694795.50,5.76,6.76
469555.56,1284805.75,5.67,6.11
36868528.00,644249.19,7.57,5.81
1623354.00,556140.88,6.21,5.75
451890.97,659915.63,5.66,5.82
521807.28,2279452.25,5.72,6.36
650173.63,2117505.75,5.81,6.33
19336326.00,1894422.50,7.29,6.28
3406833.25,1253558.13,6.53,6.10
1040519.56,734313.19,6.02,5.87
393334.53,1415921.88,5.59,6.15
1415571.38,1174005.88,6.15,6.07
26080570.00,842488.44,7.42,5.93
1150372.25,823712.31,6.06,5.92
1145166.75,757256.75,6.06,5.88
448470.88,5037557.00,5.65,6.70
613698.19,614490.00,5.79,5.79
106954944.00,589827.69,8.03,5.77
2755506.25,588139.50,6.44,5.77
876595.13,824104.25,5.94,5.92
560962.13,1439983.00,5.75,6.16
682377.19,1116651.88,5.83,6.05
4210078.50,982599.19,6.62,5.99
1789985.63,658922.25,6.25,5.82
1660300.63,799942.94,6.22,5.90
634096.88,3895837.50,5.80,6.59
534068.63,701376.00,5.73,5.85
10581356.00,628963.06,7.02,5.80
4941521.50,380972.13,6.69,5.58
1922545.13,654537.38,6.28,5.82
1204954.38,2325203.50,6.08,6.37
704462.75,1049882.88,5.85,6.02
13624876.00,766457.81,7.13,5.88
2924546.50,709128.38,6.47,5.85
466721.94,750375.31,5.67,5.88
354775.91,15798157.00,5.55,7.20
504764.34,647198.00,5.70,5.81
19285778.00,606234.00,7.29,5.78
2809469.50,565251.94,6.45,5.75
429628.72,945295.00,5.63,5.98
120676.23,1841599.75,5.08,6.27
647282.25,1539556.38,5.81,6.19
1978140.50,1480993.13,6.30,6.17
1355440.50,497774.81,6.13,5.70
662647.13,997500.13,5.82,6.00
615777.44,5654605.50,5.79,6.75
1716972.88,2459316.50,6.23,6.39
18714574.00,1191469.75,7.27,6.08
1180919.75,815119.63,6.07,5.91
928059.31,741394.88,5.97,5.87
731667.81,2316242.50,5.86,6.36
892788.94,727815.00,5.95,5.86
8652632.00,718633.38,6.94,5.86
1593121.50,151691.20,6.20,5.18
819471.06,662990.06,5.91,5.82
198291.98,2320184.25,5.30,6.37
573475.69,1786344.50,5.76,6.25
2719716.50,1426038.25,6.43,6.15
514530.00,1297962.38,5.71,6.11
424422.06,666613.69,5.63,5.82
165344.44,5103402.50,5.22,6.71
453340.06,961818.88,5.66,5.98
83536720.00,666857.56,7.92,5.82
27334172.00,1181405.63,7.44,6.07
2342767.75,743475.06,6.37,5.87
1019263.50,7104078.00,6.01,6.85
581434.00,5344463.50,5.76,6.73
1949734.50,1164539.50,6.29,6.07
1361447.38,631399.81,6.13,5.80
1112207.63,620031.69,6.05,5.79
841522.00,3520136.50,5.93,6.55
602244.88,1451341.63,5.78,6.16
9533216.00,1240583.50,6.98,6.09
2253259.50,585387.13,6.35,5.77
1898872.75,703458.56,6.28,5.85
671512.00,2214790.00,5.83,6.35
594747.81,1540016.88,5.77,6.19
8047803.00,1178944.63,6.91,6.07
2364113.25,911366.25,6.37,5.96
1897152.00,706640.56,6.28,5.85
1698569.50,12079118.00,6.23,7.08
909975.50,997933.19,5.96,6.00
38206864.00,732342.13,7.58,5.86
811611.00,702615.44,5.91,5.85
670770.19,920376.69,5.83,5.96
370436.56,1918479.75,5.57,6.28
635544.63,671094.50,5.80,5.83
3074407.50,647008.31,6.49,5.81
2336167.50,564554.13,6.37,5.75
1714116.38,677426.63,6.23,5.83
1443231.88,5644924.00,6.16,6.75
1356344.25,1216968.50,6.13,6.09
11375976.00,645120.81,7.06,5.81
3250829.75,530918.44,6.51,5.73
1716981.00,573013.06,6.23,5.76
490040.91,2096964.50,5.69,6.32
1239156.00,1054130.13,6.09,6.02
12385098.00,988263.69,7.09,5.99
1845888.00,165031.41,6.27,5.22
1057342.75,605870.75,6.02,5.78
533291.69,12505145.00,5.73,7.10
664624.31,2093816.25,5.82,6.32
4575916.50,688135.69,6.66,5.84
1137238.38,352249.56,6.06,5.55
719055.13,529752.25,5.86,5.72
622518.88,4686298.00,5.79,6.67
565256.69,1706025.88,5.75,6.23
29023614.00,1401787.13,7.46,6.15
2901776.50,1354486.63,6.46,6.13
591291.69,670050.56,5.77,5.83
429255.88,2712800.75,5.63,6.43
437570.34,1018509.88,5.64,6.01
10844711.00,562453.19,7.04,5.75
1613477.13,471167.09,6.21,5.67
793486.88,639767.19,5.90,5.81
158745.63,2370820.75,5.20,6.37
526747.19,1741351.88,5.72,6.24
8011741.50,1374968.50,6.90,6.14
1445970.25,574700.13,6.16,5.76
1225146.13,645636.88,6.09,5.81
515340.09,2137556.25,5.71,6.33
550805.38,1142264.13,5.74,6.06
3391861.00,565651.38,6.53,5.75
1957090.63,546583.00,6.29,5.74
614480.25,601493.69,5.79,5.78
508832.25,6151069.50,5.71,6.79
444484.56,719206.44,5.65,5.86
3088990.75,711033.19,6.49,5.85
906132.69,471142.41,5.96,5.67
790131.94,482639.19,5.90,5.68
143467.22,1695684.25,5.16,6.23
553249.63,763678.44,5.74,5.88
3665279.75,600746.25,6.56,5.78
2859281.50,325004.94,6.46,5.51
838030.50,520423.91,5.92,5.72
468404.91,5412398.00,5.67,6.73
528499.38,792795.81,5.72,5.90
4101820.25,509585.72,6.61,5.71
2256832.00,433637.63,6.35,5.64
2172936.25,494366.16,6.34,5.69
920591.88,2262690.25,5.96,6.35
505970.34,1198840.38,5.70,6.08
4883546.50,510041.00,6.69,5.71
1655240.50,469889.25,6.22,5.67
449534.34,506158.03,5.65,5.70
482521.91,8802149.00,5.68,6.94
436358.44,1054439.75,5.64,6.02
5981900.50,903613.88,6.78,5.96
2213932.50,670318.25,6.35,5.83
1251459.00,446382.69,6.10,5.65
1080366.50,4321640.00,6.03,6.64
1185053.75,2193210.50,6.07,6.34
1137570.00,733458.25,6.06,5.87
1109391.00,442171.44,6.05,5.65
605711.94,510945.44,5.78,5.71
570298.69,1868381.50,5.76,6.27
471799.78,1836683.75,5.67,6.26
8867868.00,1728536.75,6.95,6.24
532043.19,1383552.63,5.73,6.14
428326.25,817922.56,5.63,5.91
372024.97,1992978.63,5.57,6.30
352300.66,866610.75,5.55,5.94
8780569.00,644687.81,6.94,5.81
1298743.75,565098.38,6.11,5.75
499564.16,439829.13,5.70,5.64
4845332.00,2092504.63,6.69,6.32
4203250.50,1464804.63,6.62,6.17
4605046.50,1304101.50,6.66,6.12
2369517.50,261403.17,6.37,5.42
1967421.75,556482.38,6.29,5.75
504500.69,4919321.00,5.70,6.69
2511829.25,998297.25,6.40,6.00
2458134.25,604259.69,6.39,5.78
1273235.88,145335.20,6.10,5.16
443887.88,573366.56,5.65,5.76
2201833.25,5070955.50,6.34,6.71
1496718.13,1870603.13,6.18,6.27
2327903.00,667663.88,6.37,5.82
2211962.75,573520.69,6.34,5.76
984838.81,594791.75,5.99,5.77
921609.56,5320662.00,5.96,6.73
474974.31,1298314.88,5.68,6.11
1431142.00,657253.56,6.16,5.82
585561.69,1014481.19,5.77,6.01
561007.69,580977.75,5.75,5.76
909222.63,2468730.50,5.96,6.39
1141512.75,538642.88,6.06,5.73
2370414.00,516002.19,6.37,5.71
2073132.50,113814.31,6.32,5.06
1764283.75,517540.50,6.25,5.71
973594.50,4388108.00,5.99,6.64
959173.00,757667.38,5.98,5.88
3557699.75,607662.19,6.55,5.78
879482.19,507530.72,5.94,5.71
805204.44,512632.41,5.91,5.71
259667.02,4277300.50,5.41,6.63
1193179.13,1101831.38,6.08,6.04
2867531.25,982267.63,6.46,5.99
2140291.50,453607.63,6.33,5.66
1258513.75,485389.53,6.10,5.69
2261132.50,2162200.00,6.35,6.33
1491009.75,1862028.75,6.17,6.27
6214076.00,758513.69,6.79,5.88
469708.28,390718.31,5.67,5.59
431291.13,477838.50,5.63,5.68
428940.03,2307894.75,5.63,6.36
940687.31,2018687.88,5.97,6.31
2933246.25,1603528.13,6.47,6.21
477321.25,1445844.38,5.68,6.16
439265.56,1151192.00,5.64,6.06
296449.03,2114923.75,5.47,6.33
372630.63,841775.56,5.57,5.93
5924910.50,696611.75,6.77,5.84
2206140.50,621629.56,6.34,5.79
1508587.13,573657.38,6.18,5.76
86161.17,6950755.00,4.94,6.84
2823331.75,6679673.50,6.45,6.82
1507946.50,1759936.88,6.18,6.25
671628.63,1170589.25,5.83,6.07
498009.53,613581.81,5.70,5.79
398195.66,1646570.50,5.60,6.22
561926.56,1008590.19,5.75,6.00
2679531.75,576011.63,6.43,5.76
1490607.50,536747.75,6.17,5.73
779649.00,575711.38,5.89,5.76
472080.34,4990015.00,5.67,6.70
425923.53,1857494.25,5.63,6.27
1602520.00,780142.88,6.20,5.89
796097.69,357516.97,5.90,5.55
732451.00,623347.13,5.86,5.79
404567.34,2407422.25,5.61,6.38
496354.13,742111.50,5.70,5.87
1601829.00,644775.88,6.20,5.81
471862.75,424296.16,5.67,5.63
1509479.75,635100.69,6.18,5.80
450858.66,4456894.50,5.65,6.65
428001.72,1170169.38,5.63,6.07
1073029.50,662563.69,6.03,5.82
1470888.13,498284.13,6.17,5.70
1183446.88,563894.81,6.07,5.75
490153.09,4084212.25,5.69,6.61
435992.44,494339.00,5.64,5.69
2566650.50,468999.25,6.41,5.67
1313851.13,344174.59,6.12,5.54
3044473.50,546401.88,6.48,5.74
331461.19,2069230.13,5.52,6.32
1736914.25,1004134.50,6.24,6.00
10075879.00,556750.56,7.00,5.75
411026.19,388719.03,5.61,5.59
1265056.13,509321.63,6.10,5.71
345395.78,2920932.50,5.54,6.47
1752322.38,1812148.25,6.24,6.26
2339380.25,861478.94,6.37,5.94
899356.75,425611.44,5.95,5.63
543625.88,482026.09,5.74,5.68
387839.19,2564052.00,5.59,6.41
1121974.63,2200187.75,6.05,6.34
5457433.50,1706219.38,6.74,6.23
1480382.88,1368541.63,6.17,6.14
927777.50,1002230.88,5.97,6.00
856284.88,7231330.00,5.93,6.86
1080833.63,886923.94,6.03,5.95
4337521.50,816589.06,6.64,5.91
742487.00,241961.27,5.87,5.38
676956.69,605865.56,5.83,5.78
338433.59,1798510.75,5.53,6.25
2733121.25,1728088.25,6.44,6.24
3800692.25,1664317.38,6.58,6.22
1758941.50,1630572.63,6.25,6.21
477936.72,967908.13,5.68,5.99
392391.13,4826998.50,5.59,6.68
1246017.88,1195758.63,6.10,6.08
1302438.50,931607.63,6.11,5.97
947452.38,694746.44,5.98,5.84
860378.50,737181.94,5.93,5.87
532127.44,2123177.75,5.73,6.33
511111.81,1747536.75,5.71,6.24
1785525.13,736164.75,6.25,5.87
892640.75,684161.31,5.95,5.84
805118.31,574469.81,5.91,5.76
353461.75,4865254.00,5.55,6.69
1227399.50,689046.31,6.09,5.84
923392.13,514606.84,5.97,5.71
914686.75,474492.91,5.96,5.68
895152.88,537160.19,5.95,5.73
687189.56,4129207.50,5.84,6.62
790808.38,537488.63,5.90,5.73
888465.88,489407.34,5.95,5.69
755705.81,237364.34,5.88,5.38
620405.69,726961.44,5.79,5.86
188607.19,2823229.00,5.28,6.45
1162965.75,2209099.75,6.07,6.34
738524.44,562587.75,5.87,5.75
474736.38,501408.31,5.68,5.70
461139.91,438634.28,5.66,5.64
239896.03,1342626.75,5.38,6.13
598952.69,1109760.13,5.78,6.05
771869.75,1101390.75,5.89,6.04
592658.31,260385.52,5.77,5.42
521236.75,676184.88,5.72,5.83
252301.63,2475949.00,5.40,6.39
1038588.94,1914937.63,6.02,6.28
1923861.25,1383500.50,6.28,6.14
767591.88,719551.88,5.89,5.86
745825.19,563616.69,5.87,5.75
191810.05,3218040.25,5.28,6.51
10738193.00,2036957.13,7.03,6.31
1107627.88,1470348.38,6.04,6.17
604456.31,1388526.88,5.78,6.14
1826012.25,549316.50,6.26,5.74
233278.14,3717537.50,5.37,6.57
518218.88,1224508.25,5.71,6.09
1860889.38,1068492.25,6.27,6.03
1549246.13,951671.44,6.19,5.98
1081915.13,904799.44,6.03,5.96
475908.97,4848476.50,5.68,6.69
571476.44,2168638.00,5.76,6.34
1212648.13,1449359.88,6.08,6.16
784756.94,1271288.50,5.89,6.10
515049.00,1014616.06,5.71,6.01
251945.89,2138339.50,5.40,6.33
585804.38,1168927.38,5.77,6.07
2286768.75,1066048.00,6.36,6.03
1427490.75,503067.41,6.15,5.70
997211.88,1030037.06,6.00,6.01
499360.28,3260181.50,5.70,6.51
491058.88,1667526.38,5.69,6.22
731415.38,929327.38,5.86,5.97
453496.97,574558.56,5.66,5.76
372396.78,736274.19,5.57,5.87
432193.66,3954912.50,5.64,6.60
384198.97,694569.56,5.58,5.84
1761102.00,631274.81,6.25,5.80
1300128.88,592238.69,6.11,5.77
1031794.94,608033.69,6.01,5.78
733976.81,7858706.50,5.87,6.90
782344.56,1089083.25,5.89,6.04
3550968.50,603395.50,6.55,5.78
1852143.00,539843.63,6.27,5.73
1687835.25,612886.94,6.23,5.79
292259.19,2134157.75,5.47,6.33
13144560.00,580078.25,7.12,5.76
1220151.00,540894.44,6.09,5.73
754717.63,534985.19,5.88,5.73
552618.31,490170.38,5.74,5.69
274566.50,1058120.88,5.44,6.02
625248.19,977467.56,5.80,5.99
37989076.00,952488.44,7.58,5.98
587861.19,829754.00,5.77,5.92
480455.41,522506.69,5.68,5.72
1656822.38,1932317.88,6.22,6.29
1642907.50,944128.63,6.22,5.98
636849.88,726355.94,5.80,5.86
606245.81,504788.88,5.78,5.70
421384.25,493520.19,5.62,5.69
284173.97,2071582.75,5.45,6.32
391971.09,1673377.25,5.59,6.22
852918.94,1510677.25,5.93,6.18
2122042.75,1377953.63,6.33,6.14
1337630.75,1477528.00,6.13,6.17
583029.69,4317436.50,5.77,6.64
924888.44,1593291.00,5.97,6.20
910124.31,1007396.38,5.96,6.00
458592.22,842526.19,5.66,5.93
829694.94,1014168.63,5.92,6.01
99319.42,2264719.25,5.00,6.36
896430.44,1983656.75,5.95,6.30
1905995.25,1011379.56,6.28,6.00
1358690.13,594063.19,6.13,5.77
1141140.75,669233.25,6.06,5.83
523372.59,1874574.50,5.72,6.27
589079.38,1777988.88,5.77,6.25
1182534.50,1101764.00,6.07,6.04
632969.38,950618.88,5.80,5.98
606252.88,872896.69,5.78,5.94
477074.53,4237659.50,5.68,6.63
618586.50,1651730.50,5.79,6.22
1053118.38,1163410.13,6.02,6.07
557752.69,451683.41,5.75,5.65
346855.81,917601.63,5.54,5.96
374172.78,4133948.00,5.57,6.62
374074.06,659787.81,5.57,5.82
5299228.00,654306.81,6.72,5.82
2660441.75,304549.47,6.42,5.48
1265709.00,1162511.25,6.10,6.07
398850.00,1975972.63,5.60,6.30
1938079.63,1067418.00,6.29,6.03
656728.75,1051263.38,5.82,6.02
543191.44,928453.69,5.73,5.97
6295256.00,1505764.63,6.80,6.18
504638.84,1370126.50,5.70,6.14
1411488.50,1161573.75,6.15,6.07
28122780.00,1114556.75,7.45,6.05
2135637.00,601389.25,6.33,5.78
1338782.63,1174789.63,6.13,6.07
171684.02,2130382.50,5.23,6.33
1584199.25,1062281.75,6.20,6.03
905976.25,948493.63,5.96,5.98
692698.25,1138574.88,5.84,6.06
1369658.38,875192.13,6.14,5.94
380271.16,3008654.75,5.58,6.48
488891.97,2413402.00,5.69,6.38
1622561.75,946365.38,6.21,5.98
1568251.13,393609.41,6.20,5.60
454817.56,885350.38,5.66,5.95
179944.02,4412016.00,5.26,6.64
9992258.00,1823662.63,7.00,6.26
429239.22,1664876.50,5.63,6.22
2069782.25,769119.19,6.32,5.89
1584552.88,1471088.25,6.20,6.17
551173.38,2862103.25,5.74,6.46
491560.84,1191573.38,5.69,6.08
9426636.00,1153222.50,6.97,6.06
3861492.00,1101467.88,6.59,6.04
1224386.00,997925.75,6.09,6.00
950090.31,2153609.50,5.98,6.33
1357170.13,1159092.88,6.13,6.06
3045133.25,1128085.25,6.48,6.05
771634.00,1098468.00,5.89,6.04
1171026.38,853053.38,6.07,5.93
253420.61,4360226.00,5.40,6.64
517712.78,1752187.13,5.71,6.24
2349977.00,1205037.25,6.37,6.08
1187219.38,1186229.75,6.07,6.07
468950.31,857260.56,5.67,5.93
434826.22,30657824.00,5.64,7.49
509077.06,15291029.00,5.71,7.18
589900.63,3752513.75,5.77,6.57
484638.84,1944551.25,5.69,6.29
420049.97,1059327.50,5.62,6.03
393638.50,8237801.50,5.60,6.92
982646.13,2274749.50,5.99,6.36
882221.31,832901.94,5.95,5.92
557335.00,663244.88,5.75,5.82
932528.44,835595.94,5.97,5.92
144200.91,7605010.50,5.16,6.88
1107718.75,4488960.50,6.04,6.65
41668692.00,2157321.75,7.62,6.33
2226714.00,761519.06,6.35,5.88
9011446.00,1138397.00,6.95,6.06
845551.88,2826590.75,5.93,6.45
912621.94,2787179.25,5.96,6.45
1875357.38,1849517.25,6.27,6.27
876771.06,1064092.63,5.94,6.03
866407.38,871384.25,5.94,5.94
629756.25,1533700.75,5.80,6.19
966803.94,883894.31,5.99,5.95
11813638.00,869646.00,7.07,5.94
2674150.00,723525.88,6.43,5.86
780930.19,872094.56,5.89,5.94
643258.31,5034129.00,5.81,6.70
713562.44,2198746.00,5.85,6.34
380019.81,1674394.88,5.58,6.22
905209.19,637776.19,5.96,5.80
859483.31,771746.00,5.93,5.89
337458.81,12827519.00,5.53,7.11
706997.13,1777946.38,5.85,6.25
5880848.50,1536854.13,6.77,6.19
2744543.00,1499849.00,6.44,6.18
454761.75,1320190.25,5.66,6.12
108680.90,2603384.50,5.04,6.42
1315085.88,2584256.25,6.12,6.41
3817073.00,2276810.50,6.58,6.36
660538.38,1016135.31,5.82,6.01
1213129.50,965965.81,6.08,5.98
112499.91,4338393.00,5.05,6.64
811657.00,1484683.38,5.91,6.17
1297816.25,1068143.00,6.11,6.03
800679.88,902744.50,5.90,5.96
660915.00,959685.06,5.82,5.98
510757.25,45114048.00,5.71,7.65
557892.81,1061306.25,5.75,6.03
871168.88,1040306.63,5.94,6.02
629139.44,942075.31,5.80,5.97
612605.13,939622.69,5.79,5.97
429054.34,45344048.00,5.63,7.66
556581.25,3940569.25,5.75,6.60
544227.19,3789671.25,5.74,6.58
464882.41,3524058.00,5.67,6.55
843023.94,1920760.25,5.93,6.28
269587.56,5588583.50,5.43,6.75
975614.19,2400013.00,5.99,6.38
1117268.75,1527884.00,6.05,6.18
790691.50,1420240.75,5.90,6.15
640646.25,2093266.25,5.81,6.32
241004.83,11049309.00,5.38,7.04
474374.41,1473365.00,5.68,6.17
